"","ppid","trial_num","block_num","trial_num_in_block","start_time","end_time","target_angle","angular_dev_h","plane_visible","high_targets","rotated_session"
"296",4,53,2,8,509.8499,513.5056,80,-7.47477425625567,TRUE,FALSE,FALSE
"297",4,54,2,9,513.5056,517.0279,120,-3.43494882292198,TRUE,FALSE,FALSE
"298",4,55,2,10,517.0279,523.9722,60,-8.15722658736907,TRUE,FALSE,FALSE
"299",4,56,2,11,523.9722,531.6281,100,0.462330723507279,TRUE,FALSE,FALSE
"300",4,57,2,12,531.6281,535.3282,40,-10.6816859825666,TRUE,FALSE,FALSE
"301",4,73,4,1,590.9622,594.7957,80,-5.67396115534969,FALSE,FALSE,FALSE
"302",4,74,4,2,594.7957,598.1734,100,9.60408815082944,FALSE,FALSE,FALSE
"303",4,75,4,3,598.1734,601.0958,40,3.98602127721469,FALSE,FALSE,FALSE
"304",4,76,4,4,601.0958,606.7623,140,0.287706447652539,FALSE,FALSE,FALSE
"305",4,77,4,5,606.7623,610.6068,120,-0.233991941657919,FALSE,FALSE,FALSE
"306",4,78,4,6,610.6068,616.3402,60,-1.25231705571719,FALSE,FALSE,FALSE
"307",4,79,4,7,616.3402,621.3513,80,-5.08952442565494,FALSE,FALSE,FALSE
"308",4,80,4,8,621.3513,624.8514,140,-0.21430450762503,FALSE,FALSE,FALSE
"309",4,81,4,9,624.8514,631.1072,100,-11.4878675288278,FALSE,FALSE,FALSE
"310",4,82,4,10,631.1072,643.1072,60,2.59242456218159,FALSE,FALSE,FALSE
"311",4,83,4,11,643.1072,650.885,120,-9.12263586642088,FALSE,FALSE,FALSE
"312",4,84,4,12,650.885,657.9851,40,-13.1281470456721,FALSE,FALSE,FALSE
"313",4,100,6,1,705.1857,711.4415,120,37.6024020471752,TRUE,TRUE,FALSE
"314",4,101,6,2,711.4415,715.0969,140,23.9293949900166,TRUE,TRUE,FALSE
"315",4,102,6,3,715.0969,718.6302,100,-1.29420582342358,TRUE,TRUE,FALSE
"316",4,103,6,4,718.6302,722.0526,40,6.2131410698669,TRUE,TRUE,FALSE
"317",4,104,6,5,722.0526,726.0305,60,-15.7673083150897,TRUE,TRUE,FALSE
"318",4,105,6,6,726.0305,729.4861,80,-26.5500113817213,TRUE,TRUE,FALSE
"319",4,106,6,7,729.4861,733.2304,120,14.5205486012035,TRUE,TRUE,FALSE
"320",4,107,6,8,733.2304,736.2972,80,-15.5170745310715,TRUE,TRUE,FALSE
"321",4,108,6,9,736.2972,739.4529,40,1.24465992679946,TRUE,TRUE,FALSE
"322",4,109,6,10,739.4529,742.5752,100,25.2724214485984,TRUE,TRUE,FALSE
"323",4,110,6,11,742.5752,747.1863,60,-3.22197516671146,TRUE,TRUE,FALSE
"324",4,111,6,12,747.1863,750.9752,140,24.2075964711428,TRUE,TRUE,FALSE
"325",4,127,8,1,810.7202,814.6204,100,-18.8492584707011,FALSE,TRUE,FALSE
"326",4,128,8,2,814.6204,819.6539,60,-29.6109060382254,FALSE,TRUE,FALSE
"327",4,129,8,3,819.6539,824.1206,120,1.44738977961212,FALSE,TRUE,FALSE
"328",4,130,8,4,824.1206,827.6205,40,-6.96847565158385,FALSE,TRUE,FALSE
"329",4,131,8,5,827.6205,830.8317,140,-0.0576708952470426,FALSE,TRUE,FALSE
"330",4,132,8,6,830.8317,834.1766,80,-22.1317044070602,FALSE,TRUE,FALSE
"331",4,133,8,7,834.1766,838.9766,40,-1.70983680775694,FALSE,TRUE,FALSE
"332",4,134,8,8,838.9766,842.1658,120,-7.89055165624832,FALSE,TRUE,FALSE
"333",4,135,8,9,842.1658,845.6431,60,-13.8114613907912,FALSE,TRUE,FALSE
"334",4,136,8,10,845.6431,849.1658,80,-32.0133630095248,FALSE,TRUE,FALSE
"335",4,137,8,11,849.1658,852.7654,140,27.727503428171,FALSE,TRUE,FALSE
"336",4,138,8,12,852.7654,856.621,100,-41.4211372860507,FALSE,TRUE,FALSE
"337",4,229,10,1,1221.892,1227.426,60,-25.5735234185609,TRUE,FALSE,TRUE
"338",4,230,10,2,1227.426,1231.415,40,-16.8991504006034,TRUE,FALSE,TRUE
"339",4,231,10,3,1231.415,1235.348,120,6.7307460566207,TRUE,FALSE,TRUE
"340",4,232,10,4,1235.348,1239.07,100,16.3180881396518,TRUE,FALSE,TRUE
"341",4,233,10,5,1239.07,1244.248,140,27.1449454454001,TRUE,FALSE,TRUE
"342",4,234,10,6,1244.248,1247.415,80,-27.3666694127687,TRUE,FALSE,TRUE
"343",4,235,10,7,1247.415,1250.182,80,-29.7615143692965,TRUE,FALSE,TRUE
"344",4,236,10,8,1250.182,1254.27,60,-13.6953527039216,TRUE,FALSE,TRUE
"345",4,237,10,9,1254.27,1257.649,120,13.7155564781992,TRUE,FALSE,TRUE
"346",4,238,10,10,1257.649,1262.037,40,-26.2284002829176,TRUE,FALSE,TRUE
"347",4,239,10,11,1262.037,1266.215,100,12.5625405254338,TRUE,FALSE,TRUE
"348",4,240,10,12,1266.215,1269.604,140,17.6571790290647,TRUE,FALSE,TRUE
"349",4,256,12,1,1318.16,1325.194,140,6.41098312676542,FALSE,FALSE,TRUE
"350",4,257,12,2,1325.194,1329.682,100,-26.3806004402841,FALSE,FALSE,TRUE
"351",4,258,12,3,1329.682,1332.994,80,-36.5412186437239,FALSE,FALSE,TRUE
"352",4,259,12,4,1332.994,1336.805,120,19.0063914716273,FALSE,FALSE,TRUE
"353",4,260,12,5,1336.805,1340.26,60,-28.6713071321959,FALSE,FALSE,TRUE
"354",4,261,12,6,1340.26,1345.138,40,-12.24145939894,FALSE,FALSE,TRUE
"355",4,262,12,7,1345.138,1349.505,120,4.66022418410023,FALSE,FALSE,TRUE
"356",4,263,12,8,1349.505,1353.827,40,-11.5513572259086,FALSE,FALSE,TRUE
"357",4,264,12,9,1353.827,1361.827,80,-32.5104470780008,FALSE,FALSE,TRUE
"358",4,265,12,10,1361.827,1366.094,100,-27.8188889145228,FALSE,FALSE,TRUE
"359",4,266,12,11,1366.094,1369.372,60,-33.9390042602401,FALSE,FALSE,TRUE
"360",4,267,12,12,1369.372,1373.005,140,4.54240011467388,FALSE,FALSE,TRUE
"361",4,283,14,1,1418.295,1424.761,40,-37.0922371365038,TRUE,TRUE,TRUE
"362",4,284,14,2,1424.761,1430.995,120,27.6947339848106,TRUE,TRUE,TRUE
"363",4,285,14,3,1430.995,1440.75,140,23.4791078109965,TRUE,TRUE,TRUE
"364",4,286,14,4,1440.75,1445.695,100,-42.8190839209945,TRUE,TRUE,TRUE
"365",4,287,14,5,1445.695,1449.006,80,-53.8169150276511,TRUE,TRUE,TRUE
"366",4,288,14,6,1449.006,1452.673,60,-18.286643051474,TRUE,TRUE,TRUE
"367",4,289,14,7,1452.673,1456.118,120,34.8797882576857,TRUE,TRUE,TRUE
"368",4,290,14,8,1456.118,1459.884,140,29.6805818683963,TRUE,TRUE,TRUE
"369",4,291,14,9,1459.884,1463.34,60,-27.104185376995,TRUE,TRUE,TRUE
"370",4,292,14,10,1463.34,1466.773,100,20.7232719861974,TRUE,TRUE,TRUE
"371",4,293,14,11,1466.773,1472.018,40,-10.5120487275613,TRUE,TRUE,TRUE
"372",4,294,14,12,1472.018,1477.551,80,-46.0004675384707,TRUE,TRUE,TRUE
"373",4,310,16,1,1526.585,1530.352,120,5.97472393563298,FALSE,TRUE,TRUE
"374",4,311,16,2,1530.352,1533.985,80,-40.6342666557674,FALSE,TRUE,TRUE
"375",4,312,16,3,1533.985,1538.052,40,-25.7552575269645,FALSE,TRUE,TRUE
"376",4,313,16,4,1538.052,1541.641,60,-41.7172982399533,FALSE,TRUE,TRUE
"377",4,314,16,5,1541.641,1544.685,140,37.3369992339329,FALSE,TRUE,TRUE
"378",4,315,16,6,1544.685,1548.307,100,-62.1980045635773,FALSE,TRUE,TRUE
"379",4,316,16,7,1548.307,1552.752,60,-38.72212389964,FALSE,TRUE,TRUE
"380",4,317,16,8,1552.752,1557.552,140,55.6355631748976,FALSE,TRUE,TRUE
"381",4,318,16,9,1557.552,1561.452,40,-18.7838496256184,FALSE,TRUE,TRUE
"382",4,319,16,10,1561.452,1564.874,120,28.5263945940551,FALSE,TRUE,TRUE
"383",4,320,16,11,1564.874,1571.541,100,-41.4295656148385,FALSE,TRUE,TRUE
"384",4,321,16,12,1571.541,1576.274,80,-60.4375384788437,FALSE,TRUE,TRUE
"385",5,46,2,1,543.0392,546.6505,80,-2.4109557406024,TRUE,FALSE,FALSE
"386",5,47,2,2,546.6505,551.1172,140,1.36943920611233,TRUE,FALSE,FALSE
"387",5,48,2,3,551.1172,563.14,60,-14.3338000298169,TRUE,FALSE,FALSE
"388",5,49,2,4,563.14,571.2288,100,-4.04016088928694,TRUE,FALSE,FALSE
"389",5,50,2,5,571.2288,582.6957,120,-6.38952864698169,TRUE,FALSE,FALSE
"390",5,51,2,6,582.6957,591.2845,40,-18.9740196203298,TRUE,FALSE,FALSE
"391",5,52,2,7,591.2845,603.1067,80,-11.8721886714882,TRUE,FALSE,FALSE
"392",5,53,2,8,603.1067,616.5068,140,1.14321519658446,TRUE,FALSE,FALSE
"393",5,54,2,9,616.5068,622.6627,40,3.16029696270388,TRUE,FALSE,FALSE
"394",5,55,2,10,622.6627,648.8074,60,-2.52854540433823,TRUE,FALSE,FALSE
"395",5,56,2,11,648.8074,653.1962,100,8.69898280418111,TRUE,FALSE,FALSE
"396",5,57,2,12,653.1962,657.5522,120,-6.23289229541842,TRUE,FALSE,FALSE
"397",5,73,4,1,712.7746,716.2745,120,-0.945395900922833,FALSE,FALSE,FALSE
"398",5,74,4,2,716.2745,719.9528,40,-13.1013527118665,FALSE,FALSE,FALSE
"399",5,75,4,3,719.9528,723.564,140,-21.0000848243523,FALSE,FALSE,FALSE
"400",5,76,4,4,723.564,727.8417,60,-18.0393995689269,FALSE,FALSE,FALSE
"401",5,77,4,5,727.8417,731.6749,100,-13.0722493741021,FALSE,FALSE,FALSE
"402",5,78,4,6,731.6749,735.1309,80,6.6433890492999,FALSE,FALSE,FALSE
"403",5,79,4,7,735.1309,739.0974,60,21.0919475739263,FALSE,FALSE,FALSE
"404",5,80,4,8,739.0974,742.9642,40,6.17875916991122,FALSE,FALSE,FALSE
"405",5,81,4,9,742.9642,746.7303,120,0.650667957052889,FALSE,FALSE,FALSE
"406",5,82,4,10,746.7303,750.5975,80,-21.4372645908085,FALSE,FALSE,FALSE
"407",5,83,4,11,750.5975,755.7866,140,-12.0318020393089,FALSE,FALSE,FALSE
"408",5,84,4,12,755.7866,759.931,100,-0.509945083824036,FALSE,FALSE,FALSE
"409",5,100,6,1,820.7984,827.7097,40,-28.548421882498,TRUE,TRUE,FALSE
"410",5,101,6,2,827.7097,831.8875,100,-6.60205237536199,TRUE,TRUE,FALSE
"411",5,102,6,3,831.8875,836.5096,80,-24.8887580918787,TRUE,TRUE,FALSE
"412",5,103,6,4,836.5096,840.2208,140,-3.99491399474579,TRUE,TRUE,FALSE
"413",5,104,6,5,840.2208,843.8209,60,-15.465809082765,TRUE,TRUE,FALSE
"414",5,105,6,6,843.8209,849.1655,120,11.304514723328,TRUE,TRUE,FALSE
"415",5,106,6,7,849.1655,854.0656,80,-27.3493490446406,TRUE,TRUE,FALSE
"416",5,107,6,8,854.0656,861.31,100,-5.9275607219807,TRUE,TRUE,FALSE
"417",5,108,6,9,861.31,873.977,60,-15.4620527214308,TRUE,TRUE,FALSE
"418",5,109,6,10,873.977,877.9329,120,0.7740361012482,TRUE,TRUE,FALSE
"419",5,110,6,11,877.9329,881.3771,40,13.0189205153513,TRUE,TRUE,FALSE
"420",5,111,6,12,881.3771,885.1658,140,-0.713896752600135,TRUE,TRUE,FALSE
"421",5,127,8,1,941.711,945.6888,100,12.2175942695183,FALSE,TRUE,FALSE
"422",5,128,8,2,945.6888,951.2111,80,-13.2439194436792,FALSE,TRUE,FALSE
"423",5,129,8,3,951.2111,954.611,120,18.6744995208297,FALSE,TRUE,FALSE
"424",5,130,8,4,954.611,958.4334,140,9.74356283647074,FALSE,TRUE,FALSE
"425",5,131,8,5,958.4334,962.0112,40,-17.1575742698679,FALSE,TRUE,FALSE
"426",5,132,8,6,962.0112,968.1669,60,-3.09839376183243,FALSE,TRUE,FALSE
"427",5,133,8,7,968.1669,972.0668,140,16.1198561534248,FALSE,TRUE,FALSE
"428",5,134,8,8,972.0668,976.0226,120,-11.2077016765139,FALSE,TRUE,FALSE
"429",5,135,8,9,976.0226,979.645,60,-23.059103902871,FALSE,TRUE,FALSE
"430",5,136,8,10,979.645,983.6005,80,6.35881474209867,FALSE,TRUE,FALSE
"431",5,137,8,11,983.6005,990.8895,40,-23.2694722422174,FALSE,TRUE,FALSE
"432",5,138,8,12,990.8895,994.3339,100,-1.39551840690734,FALSE,TRUE,FALSE
"433",5,229,10,1,1573.464,1578.53,100,-39.0877997961236,TRUE,FALSE,TRUE
"434",5,230,10,2,1578.53,1583.03,140,-29.0089010984997,TRUE,FALSE,TRUE
"435",5,231,10,3,1583.03,1586.852,60,-18.6247533320739,TRUE,FALSE,TRUE
"436",5,232,10,4,1586.852,1590.363,40,6.42026554639904,TRUE,FALSE,TRUE
"437",5,233,10,5,1590.363,1593.875,80,-9.57710580953085,TRUE,FALSE,TRUE
"438",5,234,10,6,1593.875,1597.763,120,-14.4110643248138,TRUE,FALSE,TRUE
"439",5,235,10,7,1597.763,1601.841,100,-40.3742568196139,TRUE,FALSE,TRUE
"440",5,236,10,8,1601.841,1604.941,60,-17.8438888701325,TRUE,FALSE,TRUE
"441",5,237,10,9,1604.941,1609.231,140,-17.7923020271409,TRUE,FALSE,TRUE
"442",5,238,10,10,1609.231,1615.208,120,-40.7931031202231,TRUE,FALSE,TRUE
"443",5,239,10,11,1615.208,1619.386,80,-18.5975085406177,TRUE,FALSE,TRUE
"444",5,240,10,12,1619.386,1623.042,40,-5.98065001017354,TRUE,FALSE,TRUE
"445",5,256,12,1,1679.787,1686.865,120,-21.1251476579643,FALSE,FALSE,TRUE
"446",5,257,12,2,1686.865,1691.031,100,-26.6667912329255,FALSE,FALSE,TRUE
"447",5,258,12,3,1691.031,1694.487,60,-10.5824906484649,FALSE,FALSE,TRUE
"448",5,259,12,4,1694.487,1697.687,80,1.29117208023625,FALSE,FALSE,TRUE
"449",5,260,12,5,1697.687,1700.82,40,11.2344800955412,FALSE,FALSE,TRUE
"450",5,261,12,6,1700.82,1704.82,140,-13.6447212652731,FALSE,FALSE,TRUE
"451",5,262,12,7,1704.82,1708.454,120,-14.7616002283361,FALSE,FALSE,TRUE
"452",5,263,12,8,1708.454,1711.765,80,-13.8910924015474,FALSE,FALSE,TRUE
"453",5,264,12,9,1711.765,1715.654,100,-2.24332853740762,FALSE,FALSE,TRUE
"454",5,265,12,10,1715.654,1718.732,60,-5.5376777919744,FALSE,FALSE,TRUE
"455",5,266,12,11,1718.732,1724.821,40,15.9070781630658,FALSE,FALSE,TRUE
"456",5,267,12,12,1724.821,1728.732,140,-17.1865771578838,FALSE,FALSE,TRUE
"457",5,283,14,1,1788.688,1793.333,40,-29.2514059941584,TRUE,TRUE,TRUE
"458",5,284,14,2,1793.333,1799.01,120,5.81303431664422,TRUE,TRUE,TRUE
"459",5,285,14,3,1799.01,1802.711,140,-13.2035113844722,TRUE,TRUE,TRUE
"460",5,286,14,4,1802.711,1806.01,80,-19.5175182859517,TRUE,TRUE,TRUE
"461",5,287,14,5,1806.01,1809.6,100,-0.595757629671496,TRUE,TRUE,TRUE
"462",5,288,14,6,1809.6,1812.855,60,-27.3431077526381,TRUE,TRUE,TRUE
"463",5,289,14,7,1812.855,1821.833,100,-9.27477570094075,TRUE,TRUE,TRUE
"464",5,290,14,8,1821.833,1828.122,120,1.72835799145157,TRUE,TRUE,TRUE
"465",5,291,14,9,1828.122,1831.722,80,-23.8847848035786,TRUE,TRUE,TRUE
"466",5,292,14,10,1831.722,1834.855,40,1.37574229329487,TRUE,TRUE,TRUE
"467",5,293,14,11,1834.855,1838.122,140,-6.02100481557264,TRUE,TRUE,TRUE
"468",5,294,14,12,1838.122,1841.3,60,-21.0672267814909,TRUE,TRUE,TRUE
"469",5,310,16,1,1901.801,1906.656,140,-4.10681967181199,FALSE,TRUE,TRUE
"470",5,311,16,2,1906.656,1910.567,120,-44.5470392620889,FALSE,TRUE,TRUE
"471",5,312,16,3,1910.567,1914.101,40,-4.82393172341589,FALSE,TRUE,TRUE
"472",5,313,16,4,1914.101,1920.501,100,9.08001222670467,FALSE,TRUE,TRUE
"473",5,314,16,5,1920.501,1925.168,80,-26.9712462067327,FALSE,TRUE,TRUE
"474",5,315,16,6,1925.168,1928.479,60,-24.9788586961913,FALSE,TRUE,TRUE
"475",5,316,16,7,1928.479,1933.834,120,6.14204123637165,FALSE,TRUE,TRUE
"476",5,317,16,8,1933.834,1937.057,100,-12.3404866607368,FALSE,TRUE,TRUE
"477",5,318,16,9,1937.057,1940.168,80,-22.8589993660291,FALSE,TRUE,TRUE
"478",5,319,16,10,1940.168,1943.246,40,-4.8437233906944,FALSE,TRUE,TRUE
"479",5,320,16,11,1943.246,1946.635,60,-7.51110079835995,FALSE,TRUE,TRUE
"480",5,321,16,12,1946.635,1950.701,140,1.2258290644258,FALSE,TRUE,TRUE
"481",6,46,2,1,348.4628,353.3849,140,-2.44024603551517,TRUE,FALSE,FALSE
"482",6,47,2,2,353.3849,357.9408,120,6.39213762629392,TRUE,FALSE,FALSE
"483",6,48,2,3,357.9408,362.8851,100,-5.44783663000759,TRUE,FALSE,FALSE
"484",6,49,2,4,362.8851,369.2406,40,-11.6522997303542,TRUE,FALSE,FALSE
"485",6,50,2,5,369.2406,372.9407,80,-29.4006606634794,TRUE,FALSE,FALSE
"486",6,51,2,6,372.9407,376.7853,60,-31.0490047925332,TRUE,FALSE,FALSE
"487",6,52,2,7,376.7853,380.5963,100,-36.565051177078,TRUE,FALSE,FALSE
"488",6,53,2,8,380.5963,384.3409,80,-29.2513365827123,TRUE,FALSE,FALSE
"489",6,54,2,9,384.3409,387.8856,40,-9.89222182270222,TRUE,FALSE,FALSE
"490",6,55,2,10,387.8856,391.93,120,-29.4560690672086,TRUE,FALSE,FALSE
"491",6,56,2,11,391.93,395.8413,60,-19.5139884580013,TRUE,FALSE,FALSE
"492",6,57,2,12,395.8413,399.3854,140,-34.571877821991,TRUE,FALSE,FALSE
"493",6,73,4,1,454.0308,457.731,60,-20.0311270467517,FALSE,FALSE,FALSE
"494",6,74,4,2,457.731,460.8531,80,-23.5053920026992,FALSE,FALSE,FALSE
"495",6,75,4,3,460.8531,464.0086,140,5.48243839755992,FALSE,FALSE,FALSE
"496",6,76,4,4,464.0086,467.331,40,-17.7996440239106,FALSE,FALSE,FALSE
"497",6,77,4,5,467.331,470.6975,120,-4.72227776444706,FALSE,FALSE,FALSE
"498",6,78,4,6,470.6975,476.0757,100,-16.519801751657,FALSE,FALSE,FALSE
"499",6,79,4,7,476.0757,479.3864,60,-28.1575427400148,FALSE,FALSE,FALSE
"500",6,80,4,8,479.3864,482.9091,120,-0.88013877707526,FALSE,FALSE,FALSE
"501",6,81,4,9,482.9091,486.4755,100,-24.8476164738746,FALSE,FALSE,FALSE
"502",6,82,4,10,486.4755,489.4536,40,-25.8423673503228,FALSE,FALSE,FALSE
"503",6,83,4,11,489.4536,493.0424,140,0.584502276986967,FALSE,FALSE,FALSE
"504",6,84,4,12,493.0424,498.5647,80,-26.069409899581,FALSE,FALSE,FALSE
"505",6,100,6,1,547.3541,552.7097,120,12.5330000307873,TRUE,TRUE,FALSE
"506",6,101,6,2,552.7097,556.6098,60,-32.8270588530833,TRUE,TRUE,FALSE
"507",6,102,6,3,556.6098,559.8987,80,-25.7022021912167,TRUE,TRUE,FALSE
"508",6,103,6,4,559.8987,563.1097,100,-1.77119700357446,TRUE,TRUE,FALSE
"509",6,104,6,5,563.1097,566.8875,40,-18.4407813758731,TRUE,TRUE,FALSE
"510",6,105,6,6,566.8875,570.2432,140,8.16725169487779,TRUE,TRUE,FALSE
"511",6,106,6,7,570.2432,573.5099,120,-6.17990471676012,TRUE,TRUE,FALSE
"512",6,107,6,8,573.5099,576.7322,100,-18.7040845862669,TRUE,TRUE,FALSE
"513",6,108,6,9,576.7322,579.9324,80,-29.1932730944684,TRUE,TRUE,FALSE
"514",6,109,6,10,579.9324,583.0879,140,13.0314640878633,TRUE,TRUE,FALSE
"515",6,110,6,11,583.0879,586.0549,60,-30.5809238482516,TRUE,TRUE,FALSE
"516",6,111,6,12,586.0549,589.1102,40,-21.109428339816,TRUE,TRUE,FALSE
"517",6,127,8,1,642.6555,645.7554,100,-10.5672664098579,FALSE,TRUE,FALSE
"518",6,128,8,2,645.7554,649.0222,120,11.9059419410829,FALSE,TRUE,FALSE
"519",6,129,8,3,649.0222,652.0889,80,-39.1330706199718,FALSE,TRUE,FALSE
"520",6,130,8,4,652.0889,655.1776,60,-25.2139729850705,FALSE,TRUE,FALSE
"521",6,131,8,5,655.1776,658.011,40,-17.0216826495727,FALSE,TRUE,FALSE
"522",6,132,8,6,658.011,661.2334,140,10.7086378290158,FALSE,TRUE,FALSE
"523",6,133,8,7,661.2334,664.2333,120,7.14257032619805,FALSE,TRUE,FALSE
"524",6,134,8,8,664.2333,671.2225,80,-13.4687357791221,FALSE,TRUE,FALSE
"525",6,135,8,9,671.2225,675.5225,140,-4.17310801872793,FALSE,TRUE,FALSE
"526",6,136,8,10,675.5225,678.3449,60,-20.5023404261825,FALSE,TRUE,FALSE
"527",6,137,8,11,678.3449,681.4666,40,-15.4803573118093,FALSE,TRUE,FALSE
"528",6,138,8,12,681.4666,686.8559,100,6.11723362760408,FALSE,TRUE,FALSE
"529",6,229,10,1,1086.372,1091.361,140,10.0436094031257,TRUE,FALSE,TRUE
"530",6,230,10,2,1091.361,1094.361,40,-23.4842974110469,TRUE,FALSE,TRUE
"531",6,231,10,3,1094.361,1097.294,120,-20.5376777919744,TRUE,FALSE,TRUE
"532",6,232,10,4,1097.294,1100.494,100,-37.9325951815356,TRUE,FALSE,TRUE
"533",6,233,10,5,1100.494,1103.372,60,-21.6604256512749,TRUE,FALSE,TRUE
"534",6,234,10,6,1103.372,1106.472,80,-15.3547570081568,TRUE,FALSE,TRUE
"535",6,235,10,7,1106.472,1114.817,120,-13.7676493388438,TRUE,FALSE,TRUE
"536",6,236,10,8,1114.817,1118.172,80,-20.7047943202544,TRUE,FALSE,TRUE
"537",6,237,10,9,1118.172,1123.006,60,-6.05347029949711,TRUE,FALSE,TRUE
"538",6,238,10,10,1123.006,1126.128,140,-7.79566231712425,TRUE,FALSE,TRUE
"539",6,239,10,11,1126.128,1129.628,40,-15.004303627671,TRUE,FALSE,TRUE
"540",6,240,10,12,1129.628,1132.817,100,-17.239837396622,TRUE,FALSE,TRUE
"541",6,256,12,1,1179.295,1182.951,140,-18.7420863173322,FALSE,FALSE,TRUE
"542",6,257,12,2,1182.951,1185.796,40,-21.4583552491758,FALSE,FALSE,TRUE
"543",6,258,12,3,1185.796,1188.573,80,-21.8274465766731,FALSE,FALSE,TRUE
"544",6,259,12,4,1188.573,1192.04,120,-6.85153701469333,FALSE,FALSE,TRUE
"545",6,260,12,5,1192.04,1195.107,60,-31.1078086991819,FALSE,FALSE,TRUE
"546",6,261,12,6,1195.107,1197.984,100,-16.3989566273689,FALSE,FALSE,TRUE
"547",6,262,12,7,1197.984,1200.973,40,-7.87809444919182,FALSE,FALSE,TRUE
"548",6,263,12,8,1200.973,1203.973,120,0.815705751729197,FALSE,FALSE,TRUE
"549",6,264,12,9,1203.973,1206.973,140,-0.69553103949201,FALSE,FALSE,TRUE
"550",6,265,12,10,1206.973,1211.04,60,-28.6122866637025,FALSE,FALSE,TRUE
"551",6,266,12,11,1211.04,1214.096,100,8.3294318528685,FALSE,FALSE,TRUE
"552",6,267,12,12,1214.096,1342.431,80,-18.3745225923791,FALSE,FALSE,TRUE
"553",6,283,14,1,1393.331,1399.787,120,-97.9555189679268,TRUE,TRUE,TRUE
"554",6,284,14,2,1399.787,1403.187,40,-36.9872124958167,TRUE,TRUE,TRUE
"555",6,285,14,3,1403.187,1406.709,100,-4.82117876812895,TRUE,TRUE,TRUE
"556",6,286,14,4,1406.709,1409.554,60,-38.4841152905049,TRUE,TRUE,TRUE
"557",6,287,14,5,1409.554,1412.932,140,6.55188956406226,TRUE,TRUE,TRUE
"558",6,288,14,6,1412.932,1416.02,80,-42.5785354748598,TRUE,TRUE,TRUE
"559",6,289,14,7,1416.02,1421.232,140,25.1159836627655,TRUE,TRUE,TRUE
"560",6,290,14,8,1421.232,1423.998,60,-37.1263348093733,TRUE,TRUE,TRUE
"561",6,291,14,9,1423.998,1427.165,120,4.99202019855868,TRUE,TRUE,TRUE
"562",6,292,14,10,1427.165,1429.965,80,-59.7493664907175,TRUE,TRUE,TRUE
"563",6,293,14,11,1429.965,1433.076,40,-20.5998023143792,TRUE,TRUE,TRUE
"564",6,294,14,12,1433.076,1436.71,100,-15.2096226966953,TRUE,TRUE,TRUE
"565",6,310,16,1,1483.199,1486.91,100,-34.6447749701083,FALSE,TRUE,TRUE
"566",6,311,16,2,1486.91,1490.21,60,-34.0934920004856,FALSE,TRUE,TRUE
"567",6,312,16,3,1490.21,1493.41,40,-37.3281354067274,FALSE,TRUE,TRUE
"568",6,313,16,4,1493.41,1496.31,80,-38.0832100099121,FALSE,TRUE,TRUE
"569",6,314,16,5,1496.31,1500.41,140,13.1239842805052,FALSE,TRUE,TRUE
"570",6,315,16,6,1500.41,1504.977,120,-12.6237849002808,FALSE,TRUE,TRUE
"571",6,316,16,7,1504.977,1509.21,40,-32.4994962542543,FALSE,TRUE,TRUE
"572",6,317,16,8,1509.21,1513.533,60,-48.3715643116526,FALSE,TRUE,TRUE
"573",6,318,16,9,1513.533,1519.166,100,-29.5094722001009,FALSE,TRUE,TRUE
"574",6,319,16,10,1519.166,1525.966,120,8.79392734319006,FALSE,TRUE,TRUE
"575",6,320,16,11,1525.966,1531.166,80,-68.7260799533639,FALSE,TRUE,TRUE
"576",6,321,16,12,1531.166,1538.155,140,22.6791582439166,FALSE,TRUE,TRUE
"577",7,46,2,1,609.5531,631.2202,100,-14.4671590613893,FALSE,FALSE,FALSE
"578",7,47,2,2,631.2202,646.4537,80,-23.2268942727395,FALSE,FALSE,FALSE
"579",7,48,2,3,646.4537,651.5317,140,-13.0933035284431,FALSE,FALSE,FALSE
"580",7,49,2,4,651.5317,655.0759,40,-6.35857064528523,FALSE,FALSE,FALSE
"581",7,50,2,5,655.0759,659.3206,120,-20.7164471947386,FALSE,FALSE,FALSE
"582",7,51,2,6,659.3206,663.1761,60,-29.1670555226312,FALSE,FALSE,FALSE
"583",7,52,2,7,663.1761,668.454,100,-21.5237217038973,FALSE,FALSE,FALSE
"584",7,53,2,8,668.454,673.054,120,-24.1769363236771,FALSE,FALSE,FALSE
"585",7,54,2,9,673.054,682.2209,140,-41.6492474676686,FALSE,FALSE,FALSE
"586",7,55,2,10,682.2209,687.0208,60,-30.8025139539355,FALSE,FALSE,FALSE
"587",7,56,2,11,687.0208,733.9437,40,-9.56752146239097,FALSE,FALSE,FALSE
"588",7,57,2,12,733.9437,739.1105,80,-31.2343714164356,FALSE,FALSE,FALSE
"589",7,73,4,1,793.5894,796.1779,80,-1.84207611532777,TRUE,FALSE,FALSE
"590",7,74,4,2,796.1779,799.7003,60,-14.3731565262055,TRUE,FALSE,FALSE
"591",7,75,4,3,799.7003,804.4005,40,-22.9235897151384,TRUE,FALSE,FALSE
"592",7,76,4,4,804.4005,808.4225,100,8.69420397442342,TRUE,FALSE,FALSE
"593",7,77,4,5,808.4225,812.4116,140,-11.8615220309124,TRUE,FALSE,FALSE
"594",7,78,4,6,812.4116,816.0115,120,-3.57927038044468,TRUE,FALSE,FALSE
