"","trial_num","block_num","trial_num_in_block","cursor_visibility","trial_type","rotation","1","2","3","4","5","6","7"
"77",77,4,5,"False","no_cursor_1_4",0,-25.2363583092738,11.2580803060729,16.8824760708305,-0.233991941657919,-13.0722493741021,-4.72227776444706,-11.8615220309124
"78",78,4,6,"False","no_cursor_1_4",0,-35.5977842093342,-14.8475569741162,7.31213629500166,-1.25231705571719,6.6433890492999,-16.519801751657,-3.57927038044468
"79",79,4,7,"False","no_cursor_1_4",0,-3.71826300513694,-13.701026160727,8.27995610942959,-5.08952442565494,21.0919475739263,-28.1575427400148,0.723271986197375
"80",80,4,8,"False","no_cursor_1_4",0,1.5331057681195,-1.26619809847925,35.1275493091545,-0.21430450762503,6.17875916991122,-0.88013877707526,0.255081762536832
"81",81,4,9,"False","no_cursor_1_4",0,-43.3245312618908,-14.1417004699685,34.1736786816244,-11.4878675288278,0.650667957052889,-24.8476164738746,-12.9254007440384
"82",82,4,10,"False","no_cursor_1_4",0,-27.4179707922028,-6.0995062576181,-6.22362641437438,2.59242456218159,-21.4372645908085,-25.8423673503228,-30.3476430949974
"83",83,4,11,"False","no_cursor_1_4",0,-59.5222550099252,-9.56712909805333,-1.48519160142817,-9.12263586642088,-12.0318020393089,0.584502276986967,-16.8876333181962
"84",84,4,12,"False","no_cursor_1_4",0,-26.902978346275,3.92552830802988,-13.2419307319426,-13.1281470456721,-0.509945083824036,-26.069409899581,15.8599603712154
"85",85,5,1,"True","topup_aligned_1_5",0,-15.1602806585304,-24.4737188190447,-2.96945384165993,-16.62620950043,8.42696902148067,-14.6418845412334,-24.7361991750683
"86",86,5,2,"True","topup_aligned_1_5",0,3.69138598645128,-7.46270858511036,-4.54375765146716,-7.43867624203459,-2.92247266802489,-6.61346048231476,-0.924045352772723
"87",87,5,3,"True","topup_aligned_1_5",0,-3.54476645559488,9.34239401161017,-11.2188422812688,-1.38591785081218,1.11601039140727,-11.1624533157807,-2.36746946755753
"88",88,5,4,"True","topup_aligned_1_5",0,-17.3540246362613,-2.71823320183896,-5.91146748537486,-4.84136596524699,-2.44865658382442,-16.6992442339936,-7.47929696976308
"89",89,5,5,"True","topup_aligned_1_5",0,-12.304678847163,-1.65374946115739,-8.00472885729286,-4.48460600954462,3.79008162819156,-15.0743755186488,-5.40159249700817
"90",90,5,6,"True","topup_aligned_1_5",0,-2.77916686407208,-5.71059313749963,-4.92409279233252,-9.11588683285602,1.16913932790743,-16.504361381755,-1.00508600525417
"91",91,5,7,"True","topup_aligned_1_5",0,0.190350726629759,-4.19624761277733,-11.6737103128848,-3.30186567443499,5.36658178346158,-9.74709013910747,-2.25457496593502
"92",92,5,8,"True","topup_aligned_1_5",0,-4.55376797915862,-4.42291142855035,-9.01666640600286,-2.73498035070395,4.35517856201692,-8.60557508660385,-3.82512939319486
"93",93,5,9,"True","topup_aligned_1_5",0,-8.93956500315153,-3.61188500922299,-7.2180288962746,-3.99461700814813,-14.2134920270478,-10.8855270546587,-11.1717040823375
"94",94,5,10,"True","topup_aligned_1_5",0,1.70698490235473,1.76782705585609,-5.04679429077517,-5.75573160992045,-5.24027774791895,-5.06156080898198,-16.5178142529596
"95",95,5,11,"True","topup_aligned_1_5",0,-1.26900276347284,-1.45021629093343,-10.9035862407112,1.64597749756405,4.80635722419876,-12.8851693997033,-10.6645755174518
"96",96,5,12,"True","topup_aligned_1_5",0,-3.72405797274828,0,-6.01750303284571,-11.3099324740202,5.40621217229463,-7.87201500281978,-12.0827905401115
"97",97,5,13,"True","topup_aligned_1_5",0,-12.4074185274007,-3.0940580589171,-10.9359444466228,-10.4570485947032,-7.43821188748218,-1.18994893214244,-19.0136743885298
"98",98,5,14,"True","topup_aligned_1_5",0,-8.59000790147891,2.42927332349996,-8.05441444638174,-5.58913043132841,7.62971525536375,-3.82512939319486,-11.5561375004193
"99",99,5,15,"True","topup_aligned_1_5",0,-7.7100890707385,-0.855097396266714,8.69550287742477,-7.61646201929346,2.04540848888723,-9.99853284694936,-3.93976921293257
"100",100,6,1,"False","no_cursor_1_6",0,-26.6147789427862,-12.0639646829773,14.3589941756947,37.6024020471752,-28.548421882498,12.5330000307873,-2.91021831489696
"101",101,6,2,"False","no_cursor_1_6",0,-7.63717485068993,2.4440507006904,13.3579086443202,23.9293949900166,-6.60205237536199,-32.8270588530833,5.26514046021373
"102",102,6,3,"False","no_cursor_1_6",0,2.93378035320224,-4.70479441613593,20.5479395582888,-1.29420582342358,-24.8887580918787,-25.7022021912167,-16.4099885529149
"103",103,6,4,"False","no_cursor_1_6",0,20.2362824682952,9.45899552514572,28.8268081309598,6.2131410698669,-3.99491399474579,-1.77119700357446,24.5445255655582
"104",104,6,5,"False","no_cursor_1_6",0,-6.30170834430737,-12.7156735635484,14.1022345011612,-15.7673083150897,-15.465809082765,-18.4407813758731,-0.0125784249864438
"105",105,6,6,"False","no_cursor_1_6",0,17.2647737278924,-17.3502195922502,-24.3961417401287,-26.5500113817213,11.304514723328,8.16725169487779,-23.8565259034613
"106",106,6,7,"False","no_cursor_1_6",0,-11.4017443627045,-21.6445568430581,33.9281571240055,14.5205486012035,-27.3493490446406,-6.17990471676012,28.3924977537511
"107",107,6,8,"False","no_cursor_1_6",0,-38.5221973761982,-9.54496980183472,2.49447330485938,-15.5170745310715,-5.9275607219807,-18.7040845862669,21.9873088302877
"108",108,6,9,"False","no_cursor_1_6",0,-32.7934274119585,-9.19548646955019,31.0563155174356,1.24465992679946,-15.4620527214308,-29.1932730944684,-0.239543685429261
"109",109,6,10,"False","no_cursor_1_6",0,-14.7910493803425,-16.7992288084325,-15.4551376733712,25.2724214485984,0.7740361012482,13.0314640878633,22.1364316680686
"110",110,6,11,"False","no_cursor_1_6",0,22.4935535999008,11.5208921890035,-6.19855929549672,-3.22197516671146,13.0189205153513,-30.5809238482516,-26.095677480916
"111",111,6,12,"False","no_cursor_1_6",0,15.4049727580139,-23.0544144463818,19.0874919153623,24.2075964711428,-0.713896752600135,-21.109428339816,-27.2968422578533
"112",112,7,1,"True","topup_aligned_1_7",0,-3.46272004936557,-20.5355897475811,0.816123995585599,-2.07627905675834,2.83100167786527,-5.35046277993091,5.00466014084746
"113",113,7,2,"True","topup_aligned_1_7",0,1.85358542287283,-6.28821494174068,-8.62016215086975,-4.39870535499553,7.52382043863864,-8.71864928531187,-11.54852149149
"114",114,7,3,"True","topup_aligned_1_7",0,1.36033013225352,-0.881403996582151,-1.93602158292741,-4.48110574810887,5.59613254302121,-12.0222766861835,-8.27589282707521
"115",115,7,4,"True","topup_aligned_1_7",0,0.171031669649921,5.67641731124377,-12.3390872783262,-6.34019174590991,-5.86027698147088,-13.9545091731368,-7.73129826441914
"116",116,7,5,"True","topup_aligned_1_7",0,-3.62546468323798,9.43373150205882,-2.53676173816,0.186630543565585,2.65529298653294,-17.24145939894,-11.2188422812688
"117",117,7,6,"True","topup_aligned_1_7",0,-5.53768458843278,8.24872698696473,-16.4293014515334,-12.88963151406,2.79670850327585,-5.53275692115037,-0.1548530810975
"118",118,7,7,"True","topup_aligned_1_7",0,-5.35046277993091,-3.41094495535573,-10.6749067339691,1.19705104388875,6.10380935693397,-10.7230564102631,-9.93409747035656
"119",119,7,8,"True","topup_aligned_1_7",0,-5.89352923206508,-4.48110574810887,-10.5142089212809,-7.55137678854823,-1.9936683250415,1.41880044348906,-8.1545563772179
"120",120,7,9,"True","topup_aligned_1_7",0,-4.57392125990086,-3.25194560036388,-5.76263288659847,-3.3885569907235,-7.392647471394,-10.3365541464993,-2.958390333956
"121",121,7,10,"True","topup_aligned_1_7",0,0.502581666721042,-1.0809241866607,-2.67855125544324,0,4.42697164747939,-6.55492790390291,-6.61602899352087
"122",122,7,11,"True","topup_aligned_1_7",0,-3.43051916678063,1.50743575877497,-5.48509434964319,0.734521034254826,-5.94686305397352,-5.89352923206508,-0.488304479925972
"123",123,7,12,"True","topup_aligned_1_7",0,-4.98321416219777,-6.14903274192535,-5.56509883491165,-0.765940727174467,-8.96334494002002,-12.181681686653,-5.97777359236065
"124",124,7,13,"True","topup_aligned_1_7",0,-1.60900890604739,-1.4522579749832,-8.76829700339457,-2.85402497467039,-5.50547785797835,-1.74628162028564,-9.98626040160485
"125",125,7,14,"True","topup_aligned_1_7",0,-4.12229781178364,6.84955799276658,-11.9761324442034,2.81843978084811,7.681043659971,-10.1246716553978,-2.29061004263853
"126",126,7,15,"True","topup_aligned_1_7",0,-1.96876720652381,-0.334082391748538,-0.842524260740419,4.27278076760925,-4.60009566626329,-13.3841952209135,-9.87345862299523
"127",127,8,1,"False","no_cursor_1_8",0,-4.3652450789552,19.7924400186423,31.5637352252825,-18.8492584707011,12.2175942695183,-10.5672664098579,2.06194368281356
"128",128,8,2,"False","no_cursor_1_8",0,12.3995946598871,-17.8734384975935,41.6757037369033,-29.6109060382254,-13.2439194436792,11.9059419410829,15.4235866793961
"129",129,8,3,"False","no_cursor_1_8",0,-3.07278187399083,-2.11165055511211,-9.66489425934429,1.44738977961212,18.6744995208297,-39.1330706199718,-38.6633410216709
"130",130,8,4,"False","no_cursor_1_8",0,16.9409834287426,7.12109639666145,32.316018170266,-6.96847565158385,9.74356283647074,-25.2139729850705,21.7670659154997
"131",131,8,5,"False","no_cursor_1_8",0,8.58999017074331,24.4417196272836,-15.9346829502881,-0.0576708952470426,-17.1575742698679,-17.0216826495727,-27.7968175611025
"132",132,8,6,"False","no_cursor_1_8",0,-33.1625273743236,-29.9232697342532,7.5246337561356,-22.1317044070602,-3.09839376183243,10.7086378290158,-51.5327149681591
"133",133,8,7,"False","no_cursor_1_8",0,17.871740002178,5.48416971391568,5.93155659807748,-1.70983680775694,16.1198561534248,7.14257032619805,45.3717916822337
"134",134,8,8,"False","no_cursor_1_8",0,6.87488491635689,-29.8532976780721,64.1047316274187,-7.89055165624832,-11.2077016765139,-13.4687357791221,39.280241638487
"135",135,8,9,"False","no_cursor_1_8",0,0.539183728628245,6.44788352249086,75.2401080197457,-13.8114613907912,-23.059103902871,-4.17310801872793,-25.8393809397804
"136",136,8,10,"False","no_cursor_1_8",0,-20.0240038675663,-13.3648808422126,-18.154842864792,-32.0133630095248,6.35881474209867,-20.5023404261825,-34.3041340604912
"137",137,8,11,"False","no_cursor_1_8",0,-19.1715333318181,-11.0908163488522,60.3392221126522,27.727503428171,-23.2694722422174,-15.4803573118093,-7.16447489351145
"138",138,8,12,"False","no_cursor_1_8",0,-2.30345104838724,-21.9419633630583,-14.1099892252815,-41.4211372860507,-1.39551840690734,6.11723362760408,24.1596945456694
"139",139,9,1,"True","rotated_2_1",-45,11.8983151741249,-0.936122241356685,-6.41878673023878,0.74165151370606,-1.0912162252626,9.71156818123903,4.26261112279005
"140",140,9,2,"True","rotated_2_1",-45,-1.61606665068572,-50.0796078600146,-13.9026871142206,-3.4085744224852,-31.7441275183225,-5.72837581213446,-7.72975016219097
"141",141,9,3,"True","rotated_2_1",-45,-37.3566219285204,-45.1335563537059,-20.8759198113976,-57.0478317971575,-56.5891948256029,-12.9111763953028,-24.2277453179542
"142",142,9,4,"True","rotated_2_1",-45,-47.8624052261117,-20.8977654988389,-21.4962869177629,-36.3530682920469,-73.1578292660554,-30.4745835342316,-22.8663805941861
"143",143,9,5,"True","rotated_2_1",-45,-24.3255752391261,-33.8320055828897,-31.1113496613379,-36.9367538343028,-48.2973463670211,-30.9637565320735,-27.4075754378184
"144",144,9,6,"True","rotated_2_1",-45,-40.9143832200251,-29.7240313053178,-20.6876585704349,-30.1262492950711,-52.5376488646404,-38.3847466153636,-23.2410004093175
"145",145,9,7,"True","rotated_2_1",-45,-3.20948631779198,-37.4637769828309,-24.9700602536822,-37.8613967935125,-49.5377725079067,-54.3793450328532,-29.3490618287328
"146",146,9,8,"True","rotated_2_1",-45,-47.9425204563686,-23.7562550567897,-27.8719525264033,-37.9063270722129,-27.7904424794521,-33.9378850961489,-35.9144878009557
"147",147,9,9,"True","rotated_2_1",-45,-37.4906689261827,-47.6778066418844,-27.3171005563349,-53.5476090527299,-30.0378447456735,-36.3044971225752,-30.9930039922759
"148",148,9,10,"True","rotated_2_1",-45,-37.0424747730829,-32.0446807187342,-26.1699141345705,-49.7732988252232,-17.0058287336806,-51.7483990441695,-41.3294513672839
"149",149,9,11,"True","rotated_2_1",-45,-40.1731412188771,-35.6253529791087,-29.4820584637057,-42.2859789629008,-3.69704930357358,-43.8668246609662,-29.1676133795778
"150",150,9,12,"True","rotated_2_1",-45,-43.233729513991,-35.8207789216302,-25.0267874133346,-41.0716927746023,-57.7655657810586,-55.9050220452345,-36.7286013120256
"151",151,9,13,"True","rotated_2_1",-45,-44.1662325448636,-37.5318992515747,-37.5468685115696,-44.130065864371,-46.4144232114022,-46.9834766945093,-45.4696270196896
"152",152,9,14,"True","rotated_2_1",-45,-49.9863337712355,-38.5652608489633,-32.0588141340122,-36.700383999867,-49.3615726450206,-51.7255170973253,-42.436229788535
"153",153,9,15,"True","rotated_2_1",-45,-46.0501105405387,-36.4280366408958,-27.9950453038083,-48.3374427983428,-31.9284503513132,-52.6023495930928,-26.849042801873
"154",154,9,16,"True","rotated_2_1",-45,-42.3340511619255,-37.9210783953878,-29.0383315123198,-39.3594505678432,-30.6901978597687,-49.9584509194854,-33.6012369312421
"155",155,9,17,"True","rotated_2_1",-45,-32.2896856767553,-34.1806015980212,-44.2559407971113,-37.514045415915,-53.9076654414697,-30.6671971746479,-24.2777052932414
"156",156,9,18,"True","rotated_2_1",-45,-34.274698046685,-41.4531463425004,-41.9356991093704,-36.5823428229869,-52.1863280210724,-45.1226888478391,-55.7965431718244
"157",157,9,19,"True","rotated_2_1",-45,-67.5715304061799,-27.8416260699578,-37.3984956831102,-35.9605171966449,-55.6513892964566,-48.292147112996,-37.4623511353596
"158",158,9,20,"True","rotated_2_1",-45,-46.5765500551837,-40.4367702457622,-36.0779991987571,-36.095179009678,-32.5857073539144,-41.6481109994079,-35.9884936492619
"159",159,9,21,"True","rotated_2_1",-45,-40.7041594887285,-50.9610897825786,-40.0948438591238,-42.3245733439709,-28.53998518796,-48.0127875041834,-43.3153156821037
"160",160,9,22,"True","rotated_2_1",-45,-43.7472104734979,-43.0766108224803,-38.2824858802814,-39.4515337062819,-50.7715850023825,-51.607649354895,-44.8773111521609
"161",161,9,23,"True","rotated_2_1",-45,-42.2233964760977,-37.9063270722129,-43.1118119932591,-37.7176959067925,-39.2767727327133,-59.7923875195934,-36.9348588192708
"162",162,9,24,"True","rotated_2_1",-45,-47.0007856166686,-42.1087304037794,-42.5876353408867,-45.1221656560472,-32.9777233138165,-52.0183771589317,-36.5193716660848
"163",163,9,25,"True","rotated_2_1",-45,-39.8978347476418,-32.3840220784726,-48.6766018867889,-34.9920201985587,-44.8723926842344,-62.4471884232822,-36.623238372236
"164",164,9,26,"True","rotated_2_1",-45,-41.4076701537507,-37.2107145220383,-39.9057034256825,-40.6583242673583,-42.1561111298675,-60.2985904545894,-42.1245463160148
