"","directory","experiment","ppid","session_num","trial_num","block_num","trial_num_in_block","start_time","end_time","test_to_log","cursor_visibility","rotation","trial_type","target_angle","example_object_movement_filename","angular_dev_h","plane_visible","high_targets"
"12","visible_plane - B/6/S001","visible_plane - B",6,1,12,1,12,211.15,215.2723,"A","True",0,"aligned_1_1",90,"example_object_movement_T012.csv",-5.97001598085703,FALSE,FALSE
"13","visible_plane - B/6/S001","visible_plane - B",6,1,13,1,13,215.2723,219.5056,"A","True",0,"aligned_1_1",90,"example_object_movement_T013.csv",-5.72837581213446,FALSE,FALSE
"14","visible_plane - B/6/S001","visible_plane - B",6,1,14,1,14,219.5056,224.0727,"A","True",0,"aligned_1_1",90,"example_object_movement_T014.csv",-13.6987170070845,FALSE,FALSE
"15","visible_plane - B/6/S001","visible_plane - B",6,1,15,1,15,224.0727,228.6947,"A","True",0,"aligned_1_1",90,"example_object_movement_T015.csv",-13.4486150516865,FALSE,FALSE
"16","visible_plane - B/6/S001","visible_plane - B",6,1,16,1,16,228.6947,233.2391,"A","True",0,"aligned_1_1",90,"example_object_movement_T016.csv",-3.23254011374586,FALSE,FALSE
"17","visible_plane - B/6/S001","visible_plane - B",6,1,17,1,17,233.2391,237.5391,"A","True",0,"aligned_1_1",90,"example_object_movement_T017.csv",-9.30688097377623,FALSE,FALSE
"18","visible_plane - B/6/S001","visible_plane - B",6,1,18,1,18,237.5391,241.4725,"A","True",0,"aligned_1_1",90,"example_object_movement_T018.csv",-9.68878656036679,FALSE,FALSE
"19","visible_plane - B/6/S001","visible_plane - B",6,1,19,1,19,241.4725,245.5394,"A","True",0,"aligned_1_1",90,"example_object_movement_T019.csv",-7.1482883945404,FALSE,FALSE
"20","visible_plane - B/6/S001","visible_plane - B",6,1,20,1,20,245.5394,249.6949,"A","True",0,"aligned_1_1",90,"example_object_movement_T020.csv",-7.5472817100148,FALSE,FALSE
"21","visible_plane - B/6/S001","visible_plane - B",6,1,21,1,21,249.6949,253.6727,"A","True",0,"aligned_1_1",90,"example_object_movement_T021.csv",0.369645061847024,FALSE,FALSE
"22","visible_plane - B/6/S001","visible_plane - B",6,1,22,1,22,253.6727,257.6729,"A","True",0,"aligned_1_1",90,"example_object_movement_T022.csv",-5.51613119531291,FALSE,FALSE
"23","visible_plane - B/6/S001","visible_plane - B",6,1,23,1,23,257.6729,261.4951,"A","True",0,"aligned_1_1",90,"example_object_movement_T023.csv",-16.1669942870162,FALSE,FALSE
"24","visible_plane - B/6/S001","visible_plane - B",6,1,24,1,24,261.4951,265.0617,"A","True",0,"aligned_1_1",90,"example_object_movement_T024.csv",-11.6835214739374,FALSE,FALSE
"25","visible_plane - B/6/S001","visible_plane - B",6,1,25,1,25,265.0617,269.0618,"A","True",0,"aligned_1_1",90,"example_object_movement_T025.csv",-4.56664560539863,FALSE,FALSE
"26","visible_plane - B/6/S001","visible_plane - B",6,1,26,1,26,269.0618,273.6953,"A","True",0,"aligned_1_1",90,"example_object_movement_T026.csv",-1.7516186093079,FALSE,FALSE
"27","visible_plane - B/6/S001","visible_plane - B",6,1,27,1,27,273.6953,277.6175,"A","True",0,"aligned_1_1",90,"example_object_movement_T027.csv",-3.65222278030633,FALSE,FALSE
"28","visible_plane - B/6/S001","visible_plane - B",6,1,28,1,28,277.6175,281.7953,"A","True",0,"aligned_1_1",90,"example_object_movement_T028.csv",-3.91592383142192,FALSE,FALSE
"29","visible_plane - B/6/S001","visible_plane - B",6,1,29,1,29,281.7953,285.5841,"A","True",0,"aligned_1_1",90,"example_object_movement_T029.csv",-10.105036365038,FALSE,FALSE
"30","visible_plane - B/6/S001","visible_plane - B",6,1,30,1,30,285.5841,289.4954,"A","True",0,"aligned_1_1",90,"example_object_movement_T030.csv",-9.6930035162371,FALSE,FALSE
"31","visible_plane - B/6/S001","visible_plane - B",6,1,31,1,31,289.4954,293.4176,"A","True",0,"aligned_1_1",90,"example_object_movement_T031.csv",-11.2369442593448,FALSE,FALSE
"32","visible_plane - B/6/S001","visible_plane - B",6,1,32,1,32,293.4176,296.9512,"A","True",0,"aligned_1_1",90,"example_object_movement_T032.csv",-2.87136329037789,FALSE,FALSE
"33","visible_plane - B/6/S001","visible_plane - B",6,1,33,1,33,296.9512,300.7957,"A","True",0,"aligned_1_1",90,"example_object_movement_T033.csv",-0.713929148885597,FALSE,FALSE
"34","visible_plane - B/6/S001","visible_plane - B",6,1,34,1,34,300.7957,304.7178,"A","True",0,"aligned_1_1",90,"example_object_movement_T034.csv",-6.14662565964667,FALSE,FALSE
"35","visible_plane - B/6/S001","visible_plane - B",6,1,35,1,35,304.7178,308.9401,"A","True",0,"aligned_1_1",90,"example_object_movement_T035.csv",-3.48932490579639,FALSE,FALSE
"36","visible_plane - B/6/S001","visible_plane - B",6,1,36,1,36,308.9401,313.1404,"A","True",0,"aligned_1_1",90,"example_object_movement_T036.csv",-5.03193422282922,FALSE,FALSE
"37","visible_plane - B/6/S001","visible_plane - B",6,1,37,1,37,313.1404,317.129,"A","True",0,"aligned_1_1",90,"example_object_movement_T037.csv",-14.8001419288565,FALSE,FALSE
"38","visible_plane - B/6/S001","visible_plane - B",6,1,38,1,38,317.129,320.6846,"A","True",0,"aligned_1_1",90,"example_object_movement_T038.csv",-10.3215410427438,FALSE,FALSE
"39","visible_plane - B/6/S001","visible_plane - B",6,1,39,1,39,320.6846,324.5737,"A","True",0,"aligned_1_1",90,"example_object_movement_T039.csv",-9.1680475510768,FALSE,FALSE
"40","visible_plane - B/6/S001","visible_plane - B",6,1,40,1,40,324.5737,328.6961,"A","True",0,"aligned_1_1",90,"example_object_movement_T040.csv",-15.5725435968103,FALSE,FALSE
"41","visible_plane - B/6/S001","visible_plane - B",6,1,41,1,41,328.6961,332.8189,"A","True",0,"aligned_1_1",90,"example_object_movement_T041.csv",-10.8855270546587,FALSE,FALSE
"42","visible_plane - B/6/S001","visible_plane - B",6,1,42,1,42,332.8189,336.4738,"A","True",0,"aligned_1_1",90,"example_object_movement_T042.csv",-6.76901645224439,FALSE,FALSE
"43","visible_plane - B/6/S001","visible_plane - B",6,1,43,1,43,336.4738,340.2405,"A","True",0,"aligned_1_1",90,"example_object_movement_T043.csv",-8.81427418899733,FALSE,FALSE
"44","visible_plane - B/6/S001","visible_plane - B",6,1,44,1,44,340.2405,344.6516,"A","True",0,"aligned_1_1",90,"example_object_movement_T044.csv",0,FALSE,FALSE
"45","visible_plane - B/6/S001","visible_plane - B",6,1,45,1,45,344.6516,348.4628,"A","True",0,"aligned_1_1",90,"example_object_movement_T045.csv",-10.5432463946863,FALSE,FALSE
"46","visible_plane - B/6/S001","visible_plane - B",6,1,46,2,1,348.4628,353.3849,"A","False",0,"no_cursor_1_2",140,"example_object_movement_T046.csv",-2.44024603551517,TRUE,FALSE
"47","visible_plane - B/6/S001","visible_plane - B",6,1,47,2,2,353.3849,357.9408,"A","False",0,"no_cursor_1_2",120,"example_object_movement_T047.csv",6.39213762629392,TRUE,FALSE
"48","visible_plane - B/6/S001","visible_plane - B",6,1,48,2,3,357.9408,362.8851,"A","False",0,"no_cursor_1_2",100,"example_object_movement_T048.csv",-5.44783663000759,TRUE,FALSE
"49","visible_plane - B/6/S001","visible_plane - B",6,1,49,2,4,362.8851,369.2406,"A","False",0,"no_cursor_1_2",40,"example_object_movement_T049.csv",-11.6522997303542,TRUE,FALSE
"50","visible_plane - B/6/S001","visible_plane - B",6,1,50,2,5,369.2406,372.9407,"A","False",0,"no_cursor_1_2",80,"example_object_movement_T050.csv",-29.4006606634794,TRUE,FALSE
"51","visible_plane - B/6/S001","visible_plane - B",6,1,51,2,6,372.9407,376.7853,"A","False",0,"no_cursor_1_2",60,"example_object_movement_T051.csv",-31.0490047925332,TRUE,FALSE
"52","visible_plane - B/6/S001","visible_plane - B",6,1,52,2,7,376.7853,380.5963,"A","False",0,"no_cursor_1_2",100,"example_object_movement_T052.csv",-36.565051177078,TRUE,FALSE
"53","visible_plane - B/6/S001","visible_plane - B",6,1,53,2,8,380.5963,384.3409,"A","False",0,"no_cursor_1_2",80,"example_object_movement_T053.csv",-29.2513365827123,TRUE,FALSE
"54","visible_plane - B/6/S001","visible_plane - B",6,1,54,2,9,384.3409,387.8856,"A","False",0,"no_cursor_1_2",40,"example_object_movement_T054.csv",-9.89222182270222,TRUE,FALSE
"55","visible_plane - B/6/S001","visible_plane - B",6,1,55,2,10,387.8856,391.93,"A","False",0,"no_cursor_1_2",120,"example_object_movement_T055.csv",-29.4560690672086,TRUE,FALSE
"56","visible_plane - B/6/S001","visible_plane - B",6,1,56,2,11,391.93,395.8413,"A","False",0,"no_cursor_1_2",60,"example_object_movement_T056.csv",-19.5139884580013,TRUE,FALSE
"57","visible_plane - B/6/S001","visible_plane - B",6,1,57,2,12,395.8413,399.3854,"A","False",0,"no_cursor_1_2",140,"example_object_movement_T057.csv",-34.571877821991,TRUE,FALSE
"58","visible_plane - B/6/S001","visible_plane - B",6,1,58,3,1,399.3854,403.4412,"A","True",0,"topup_aligned_1_3",90,"example_object_movement_T058.csv",-16.2967453790678,FALSE,FALSE
"59","visible_plane - B/6/S001","visible_plane - B",6,1,59,3,2,403.4412,406.708,"A","True",0,"topup_aligned_1_3",90,"example_object_movement_T059.csv",-13.6324427803385,FALSE,FALSE
"60","visible_plane - B/6/S001","visible_plane - B",6,1,60,3,3,406.708,409.9857,"A","True",0,"topup_aligned_1_3",90,"example_object_movement_T060.csv",-3.48932490579639,FALSE,FALSE
"61","visible_plane - B/6/S001","visible_plane - B",6,1,61,3,4,409.9857,413.4524,"A","True",0,"topup_aligned_1_3",90,"example_object_movement_T061.csv",-3.01278750418335,FALSE,FALSE
"62","visible_plane - B/6/S001","visible_plane - B",6,1,62,3,5,413.4524,417.308,"A","True",0,"topup_aligned_1_3",90,"example_object_movement_T062.csv",-7.39959465988711,FALSE,FALSE
"63","visible_plane - B/6/S001","visible_plane - B",6,1,63,3,6,417.308,421.5415,"A","True",0,"topup_aligned_1_3",90,"example_object_movement_T063.csv",-6.91683720218634,FALSE,FALSE
"64","visible_plane - B/6/S001","visible_plane - B",6,1,64,3,7,421.5415,425.0528,"A","True",0,"topup_aligned_1_3",90,"example_object_movement_T064.csv",-4.2845136187706,FALSE,FALSE
"65","visible_plane - B/6/S001","visible_plane - B",6,1,65,3,8,425.0528,428.7192,"A","True",0,"topup_aligned_1_3",90,"example_object_movement_T065.csv",-18.2015660830701,FALSE,FALSE
"66","visible_plane - B/6/S001","visible_plane - B",6,1,66,3,9,428.7192,432.4748,"A","True",0,"topup_aligned_1_3",90,"example_object_movement_T066.csv",-4.7322381424797,FALSE,FALSE
"67","visible_plane - B/6/S001","visible_plane - B",6,1,67,3,10,432.4748,435.986,"A","True",0,"topup_aligned_1_3",90,"example_object_movement_T067.csv",-13.6213979292155,FALSE,FALSE
"68","visible_plane - B/6/S001","visible_plane - B",6,1,68,3,11,435.986,439.9526,"A","True",0,"topup_aligned_1_3",90,"example_object_movement_T068.csv",-1.22632785989586,FALSE,FALSE
"69","visible_plane - B/6/S001","visible_plane - B",6,1,69,3,12,439.9526,443.5193,"A","True",0,"topup_aligned_1_3",90,"example_object_movement_T069.csv",-4.33231398318853,FALSE,FALSE
"70","visible_plane - B/6/S001","visible_plane - B",6,1,70,3,13,443.5193,447.0973,"A","True",0,"topup_aligned_1_3",90,"example_object_movement_T070.csv",-8.84925847070106,FALSE,FALSE
"71","visible_plane - B/6/S001","visible_plane - B",6,1,71,3,14,447.0973,450.1307,"A","True",0,"topup_aligned_1_3",90,"example_object_movement_T071.csv",-2.22230323247111,FALSE,FALSE
"72","visible_plane - B/6/S001","visible_plane - B",6,1,72,3,15,450.1307,454.0308,"A","True",0,"topup_aligned_1_3",90,"example_object_movement_T072.csv",-11.676737830954,FALSE,FALSE
"73","visible_plane - B/6/S001","visible_plane - B",6,1,73,4,1,454.0308,457.731,"A","False",0,"no_cursor_1_4",60,"example_object_movement_T073.csv",-20.0311270467517,FALSE,FALSE
"74","visible_plane - B/6/S001","visible_plane - B",6,1,74,4,2,457.731,460.8531,"A","False",0,"no_cursor_1_4",80,"example_object_movement_T074.csv",-23.5053920026992,FALSE,FALSE
"75","visible_plane - B/6/S001","visible_plane - B",6,1,75,4,3,460.8531,464.0086,"A","False",0,"no_cursor_1_4",140,"example_object_movement_T075.csv",5.48243839755992,FALSE,FALSE
"76","visible_plane - B/6/S001","visible_plane - B",6,1,76,4,4,464.0086,467.331,"A","False",0,"no_cursor_1_4",40,"example_object_movement_T076.csv",-17.7996440239106,FALSE,FALSE
"77","visible_plane - B/6/S001","visible_plane - B",6,1,77,4,5,467.331,470.6975,"A","False",0,"no_cursor_1_4",120,"example_object_movement_T077.csv",-4.72227776444706,FALSE,FALSE
"78","visible_plane - B/6/S001","visible_plane - B",6,1,78,4,6,470.6975,476.0757,"A","False",0,"no_cursor_1_4",100,"example_object_movement_T078.csv",-16.519801751657,FALSE,FALSE
"79","visible_plane - B/6/S001","visible_plane - B",6,1,79,4,7,476.0757,479.3864,"A","False",0,"no_cursor_1_4",60,"example_object_movement_T079.csv",-28.1575427400148,FALSE,FALSE
"80","visible_plane - B/6/S001","visible_plane - B",6,1,80,4,8,479.3864,482.9091,"A","False",0,"no_cursor_1_4",120,"example_object_movement_T080.csv",-0.88013877707526,FALSE,FALSE
"81","visible_plane - B/6/S001","visible_plane - B",6,1,81,4,9,482.9091,486.4755,"A","False",0,"no_cursor_1_4",100,"example_object_movement_T081.csv",-24.8476164738746,FALSE,FALSE
"82","visible_plane - B/6/S001","visible_plane - B",6,1,82,4,10,486.4755,489.4536,"A","False",0,"no_cursor_1_4",40,"example_object_movement_T082.csv",-25.8423673503228,FALSE,FALSE
"83","visible_plane - B/6/S001","visible_plane - B",6,1,83,4,11,489.4536,493.0424,"A","False",0,"no_cursor_1_4",140,"example_object_movement_T083.csv",0.584502276986967,FALSE,FALSE
"84","visible_plane - B/6/S001","visible_plane - B",6,1,84,4,12,493.0424,498.5647,"A","False",0,"no_cursor_1_4",80,"example_object_movement_T084.csv",-26.069409899581,FALSE,FALSE
"85","visible_plane - B/6/S001","visible_plane - B",6,1,85,5,1,498.5647,502.12,"A","True",0,"topup_aligned_1_5",90,"example_object_movement_T085.csv",-14.6418845412334,FALSE,FALSE
"86","visible_plane - B/6/S001","visible_plane - B",6,1,86,5,2,502.12,505.4202,"A","True",0,"topup_aligned_1_5",90,"example_object_movement_T086.csv",-6.61346048231476,FALSE,FALSE
"87","visible_plane - B/6/S001","visible_plane - B",6,1,87,5,3,505.4202,508.887,"A","True",0,"topup_aligned_1_5",90,"example_object_movement_T087.csv",-11.1624533157807,FALSE,FALSE
"88","visible_plane - B/6/S001","visible_plane - B",6,1,88,5,4,508.887,512.6091,"A","True",0,"topup_aligned_1_5",90,"example_object_movement_T088.csv",-16.6992442339936,FALSE,FALSE
"89","visible_plane - B/6/S001","visible_plane - B",6,1,89,5,5,512.6091,515.8205,"A","True",0,"topup_aligned_1_5",90,"example_object_movement_T089.csv",-15.0743755186488,FALSE,FALSE
"90","visible_plane - B/6/S001","visible_plane - B",6,1,90,5,6,515.8205,519.6206,"A","True",0,"topup_aligned_1_5",90,"example_object_movement_T090.csv",-16.504361381755,FALSE,FALSE
"91","visible_plane - B/6/S001","visible_plane - B",6,1,91,5,7,519.6206,522.8762,"A","True",0,"topup_aligned_1_5",90,"example_object_movement_T091.csv",-9.74709013910747,FALSE,FALSE
"92","visible_plane - B/6/S001","visible_plane - B",6,1,92,5,8,522.8762,525.9537,"A","True",0,"topup_aligned_1_5",90,"example_object_movement_T092.csv",-8.60557508660385,FALSE,FALSE
"93","visible_plane - B/6/S001","visible_plane - B",6,1,93,5,9,525.9537,529.0873,"A","True",0,"topup_aligned_1_5",90,"example_object_movement_T093.csv",-10.8855270546587,FALSE,FALSE
"94","visible_plane - B/6/S001","visible_plane - B",6,1,94,5,10,529.0873,532.0318,"A","True",0,"topup_aligned_1_5",90,"example_object_movement_T094.csv",-5.06156080898198,FALSE,FALSE
"95","visible_plane - B/6/S001","visible_plane - B",6,1,95,5,11,532.0318,535.3207,"A","True",0,"topup_aligned_1_5",90,"example_object_movement_T095.csv",-12.8851693997033,FALSE,FALSE
"96","visible_plane - B/6/S001","visible_plane - B",6,1,96,5,12,535.3207,538.2765,"A","True",0,"topup_aligned_1_5",90,"example_object_movement_T096.csv",-7.87201500281978,FALSE,FALSE
"97","visible_plane - B/6/S001","visible_plane - B",6,1,97,5,13,538.2765,541.3315,"A","True",0,"topup_aligned_1_5",90,"example_object_movement_T097.csv",-1.18994893214244,FALSE,FALSE
"98","visible_plane - B/6/S001","visible_plane - B",6,1,98,5,14,541.3315,544.3317,"A","True",0,"topup_aligned_1_5",90,"example_object_movement_T098.csv",-3.82512939319486,FALSE,FALSE
"99","visible_plane - B/6/S001","visible_plane - B",6,1,99,5,15,544.3317,547.3541,"A","True",0,"topup_aligned_1_5",90,"example_object_movement_T099.csv",-9.99853284694936,FALSE,FALSE
"100","visible_plane - B/6/S001","visible_plane - B",6,1,100,6,1,547.3541,552.7097,"A","False",0,"no_cursor_1_6",120,"example_object_movement_T100.csv",12.5330000307873,TRUE,TRUE
"101","visible_plane - B/6/S001","visible_plane - B",6,1,101,6,2,552.7097,556.6098,"A","False",0,"no_cursor_1_6",60,"example_object_movement_T101.csv",-32.8270588530833,TRUE,TRUE
"102","visible_plane - B/6/S001","visible_plane - B",6,1,102,6,3,556.6098,559.8987,"A","False",0,"no_cursor_1_6",80,"example_object_movement_T102.csv",-25.7022021912167,TRUE,TRUE
"103","visible_plane - B/6/S001","visible_plane - B",6,1,103,6,4,559.8987,563.1097,"A","False",0,"no_cursor_1_6",100,"example_object_movement_T103.csv",-1.77119700357446,TRUE,TRUE
"104","visible_plane - B/6/S001","visible_plane - B",6,1,104,6,5,563.1097,566.8875,"A","False",0,"no_cursor_1_6",40,"example_object_movement_T104.csv",-18.4407813758731,TRUE,TRUE
"105","visible_plane - B/6/S001","visible_plane - B",6,1,105,6,6,566.8875,570.2432,"A","False",0,"no_cursor_1_6",140,"example_object_movement_T105.csv",8.16725169487779,TRUE,TRUE
"106","visible_plane - B/6/S001","visible_plane - B",6,1,106,6,7,570.2432,573.5099,"A","False",0,"no_cursor_1_6",120,"example_object_movement_T106.csv",-6.17990471676012,TRUE,TRUE
"107","visible_plane - B/6/S001","visible_plane - B",6,1,107,6,8,573.5099,576.7322,"A","False",0,"no_cursor_1_6",100,"example_object_movement_T107.csv",-18.7040845862669,TRUE,TRUE
"108","visible_plane - B/6/S001","visible_plane - B",6,1,108,6,9,576.7322,579.9324,"A","False",0,"no_cursor_1_6",80,"example_object_movement_T108.csv",-29.1932730944684,TRUE,TRUE
"109","visible_plane - B/6/S001","visible_plane - B",6,1,109,6,10,579.9324,583.0879,"A","False",0,"no_cursor_1_6",140,"example_object_movement_T109.csv",13.0314640878633,TRUE,TRUE
"110","visible_plane - B/6/S001","visible_plane - B",6,1,110,6,11,583.0879,586.0549,"A","False",0,"no_cursor_1_6",60,"example_object_movement_T110.csv",-30.5809238482516,TRUE,TRUE
"111","visible_plane - B/6/S001","visible_plane - B",6,1,111,6,12,586.0549,589.1102,"A","False",0,"no_cursor_1_6",40,"example_object_movement_T111.csv",-21.109428339816,TRUE,TRUE
"112","visible_plane - B/6/S001","visible_plane - B",6,1,112,7,1,589.1102,593.0879,"A","True",0,"topup_aligned_1_7",90,"example_object_movement_T112.csv",-5.35046277993091,FALSE,FALSE
"113","visible_plane - B/6/S001","visible_plane - B",6,1,113,7,2,593.0879,596.7107,"A","True",0,"topup_aligned_1_7",90,"example_object_movement_T113.csv",-8.71864928531187,FALSE,FALSE
"114","visible_plane - B/6/S001","visible_plane - B",6,1,114,7,3,596.7107,600.5327,"A","True",0,"topup_aligned_1_7",90,"example_object_movement_T114.csv",-12.0222766861835,FALSE,FALSE
"115","visible_plane - B/6/S001","visible_plane - B",6,1,115,7,4,600.5327,604.6771,"A","True",0,"topup_aligned_1_7",90,"example_object_movement_T115.csv",-13.9545091731368,FALSE,FALSE
"116","visible_plane - B/6/S001","visible_plane - B",6,1,116,7,5,604.6771,608.1103,"A","True",0,"topup_aligned_1_7",90,"example_object_movement_T116.csv",-17.24145939894,FALSE,FALSE
"117","visible_plane - B/6/S001","visible_plane - B",6,1,117,7,6,608.1103,611.6661,"A","True",0,"topup_aligned_1_7",90,"example_object_movement_T117.csv",-5.53275692115037,FALSE,FALSE
"118","visible_plane - B/6/S001","visible_plane - B",6,1,118,7,7,611.6661,614.8998,"A","True",0,"topup_aligned_1_7",90,"example_object_movement_T118.csv",-10.7230564102631,FALSE,FALSE
"119","visible_plane - B/6/S001","visible_plane - B",6,1,119,7,8,614.8998,618.1774,"A","True",0,"topup_aligned_1_7",90,"example_object_movement_T119.csv",1.41880044348906,FALSE,FALSE
"120","visible_plane - B/6/S001","visible_plane - B",6,1,120,7,9,618.1774,621.2552,"A","True",0,"topup_aligned_1_7",90,"example_object_movement_T120.csv",-10.3365541464993,FALSE,FALSE
"121","visible_plane - B/6/S001","visible_plane - B",6,1,121,7,10,621.2552,624.4775,"A","True",0,"topup_aligned_1_7",90,"example_object_movement_T121.csv",-6.55492790390291,FALSE,FALSE
"122","visible_plane - B/6/S001","visible_plane - B",6,1,122,7,11,624.4775,627.6996,"A","True",0,"topup_aligned_1_7",90,"example_object_movement_T122.csv",-5.89352923206508,FALSE,FALSE
"123","visible_plane - B/6/S001","visible_plane - B",6,1,123,7,12,627.6996,631.433,"A","True",0,"topup_aligned_1_7",90,"example_object_movement_T123.csv",-12.181681686653,FALSE,FALSE
"124","visible_plane - B/6/S001","visible_plane - B",6,1,124,7,13,631.433,635.7888,"A","True",0,"topup_aligned_1_7",90,"example_object_movement_T124.csv",-1.74628162028564,FALSE,FALSE
"125","visible_plane - B/6/S001","visible_plane - B",6,1,125,7,14,635.7888,639.5331,"A","True",0,"topup_aligned_1_7",90,"example_object_movement_T125.csv",-10.1246716553978,FALSE,FALSE
"126","visible_plane - B/6/S001","visible_plane - B",6,1,126,7,15,639.5331,642.6555,"A","True",0,"topup_aligned_1_7",90,"example_object_movement_T126.csv",-13.3841952209135,FALSE,FALSE
"127","visible_plane - B/6/S001","visible_plane - B",6,1,127,8,1,642.6555,645.7554,"A","False",0,"no_cursor_1_8",100,"example_object_movement_T127.csv",-10.5672664098579,FALSE,TRUE
"128","visible_plane - B/6/S001","visible_plane - B",6,1,128,8,2,645.7554,649.0222,"A","False",0,"no_cursor_1_8",120,"example_object_movement_T128.csv",11.9059419410829,FALSE,TRUE
"129","visible_plane - B/6/S001","visible_plane - B",6,1,129,8,3,649.0222,652.0889,"A","False",0,"no_cursor_1_8",80,"example_object_movement_T129.csv",-39.1330706199718,FALSE,TRUE
"130","visible_plane - B/6/S001","visible_plane - B",6,1,130,8,4,652.0889,655.1776,"A","False",0,"no_cursor_1_8",60,"example_object_movement_T130.csv",-25.2139729850705,FALSE,TRUE
"131","visible_plane - B/6/S001","visible_plane - B",6,1,131,8,5,655.1776,658.011,"A","False",0,"no_cursor_1_8",40,"example_object_movement_T131.csv",-17.0216826495727,FALSE,TRUE
"132","visible_plane - B/6/S001","visible_plane - B",6,1,132,8,6,658.011,661.2334,"A","False",0,"no_cursor_1_8",140,"example_object_movement_T132.csv",10.7086378290158,FALSE,TRUE
"133","visible_plane - B/6/S001","visible_plane - B",6,1,133,8,7,661.2334,664.2333,"A","False",0,"no_cursor_1_8",120,"example_object_movement_T133.csv",7.14257032619805,FALSE,TRUE
"134","visible_plane - B/6/S001","visible_plane - B",6,1,134,8,8,664.2333,671.2225,"A","False",0,"no_cursor_1_8",80,"example_object_movement_T134.csv",-13.4687357791221,FALSE,TRUE
"135","visible_plane - B/6/S001","visible_plane - B",6,1,135,8,9,671.2225,675.5225,"A","False",0,"no_cursor_1_8",140,"example_object_movement_T135.csv",-4.17310801872793,FALSE,TRUE
"136","visible_plane - B/6/S001","visible_plane - B",6,1,136,8,10,675.5225,678.3449,"A","False",0,"no_cursor_1_8",60,"example_object_movement_T136.csv",-20.5023404261825,FALSE,TRUE
"137","visible_plane - B/6/S001","visible_plane - B",6,1,137,8,11,678.3449,681.4666,"A","False",0,"no_cursor_1_8",40,"example_object_movement_T137.csv",-15.4803573118093,FALSE,TRUE
"138","visible_plane - B/6/S001","visible_plane - B",6,1,138,8,12,681.4666,686.8559,"A","False",0,"no_cursor_1_8",100,"example_object_movement_T138.csv",6.11723362760408,FALSE,TRUE
"139","visible_plane - B/6/S001","visible_plane - B",6,1,139,9,1,686.8559,767.09,"A","True",-45,"rotated_2_1",90,"example_object_movement_T139.csv",9.71156818123903,FALSE,FALSE
"140","visible_plane - B/6/S001","visible_plane - B",6,1,140,9,2,767.09,772.668,"A","True",-45,"rotated_2_1",90,"example_object_movement_T140.csv",-5.72837581213446,FALSE,FALSE
"141","visible_plane - B/6/S001","visible_plane - B",6,1,141,9,3,772.668,778.4125,"A","True",-45,"rotated_2_1",90,"example_object_movement_T141.csv",-12.9111763953028,FALSE,FALSE
"142","visible_plane - B/6/S001","visible_plane - B",6,1,142,9,4,778.4125,784.2125,"A","True",-45,"rotated_2_1",90,"example_object_movement_T142.csv",-30.4745835342316,FALSE,FALSE
"143","visible_plane - B/6/S001","visible_plane - B",6,1,143,9,5,784.2125,791.257,"A","True",-45,"rotated_2_1",90,"example_object_movement_T143.csv",-30.9637565320735,FALSE,FALSE
